Ngày,Mã tỉnh,Tên tỉnh,Mã phường,Tên phường,Số lượng cơ sở khám chữa bệnh,Tên cơ sở khám chữa bệnh,Số ca nội trú
01/05/2025,75,Đồng Nai,25999,Phường Tân Biên,1,benh vien au co,21.0
01/05/2025,75,Đồng Nai,25999,Phường Tân Biên,1,benh vien au co,21.0
01/05/2025,75,Đồng Nai,25999,Phường Tân Biên,1,benh vien au co,21.0
01/05/2025,75,Đồng Nai,25999,Phường Tân Biên,1,benh vien au co,21.0
01/05/2025,75,Đồng Nai,25999,Phường Tân Biên,1,benh vien au co,21.0
01/05/2025,75,Đồng Nai,25999,Phường Tân Biên,1,benh vien au co,21.0
01/05/2025,75,Đồng Nai,25999,Phường Tân Biên,1,benh vien au co,21.0
01/05/2025,75,Đồng Nai,25999,Phường Tân Biên,1,benh vien au co,21.0
01/05/2025,75,Đồng Nai,25999,Phường Tân Biên,1,benh vien au co,21.0
01/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,114.0
01/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,114.0
01/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,114.0
01/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,114.0
01/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,114.0
01/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,114.0
01/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,114.0
01/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,114.0
01/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,114.0
01/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,114.0
01/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,114.0
01/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,114.0
01/05/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,749.0
01/05/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,749.0
01/05/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,749.0
01/05/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,749.0
01/05/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,749.0
01/05/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,749.0
01/05/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,749.0
01/05/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,749.0
01/05/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,749.0
01/05/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,749.0
01/05/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,749.0
01/05/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,749.0
01/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,1,trung tam y te huyen tan phu,58.0
01/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,1,trung tam y te huyen tan phu,58.0
01/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,1,trung tam y te huyen tan phu,58.0
01/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,1,trung tam y te huyen tan phu,58.0
01/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,1,trung tam y te huyen tan phu,58.0
01/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,1,trung tam y te huyen tan phu,58.0
01/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,1,trung tam y te huyen tan phu,58.0
01/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,1,trung tam y te huyen tan phu,58.0
01/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,1,trung tam y te huyen tan phu,58.0
01/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,1,trung tam y te huyen tan phu,58.0
01/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,1,trung tam y te huyen tan phu,58.0
01/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,1,trung tam y te huyen tan phu,58.0
01/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,1,benh vien a khoa khu vuc inh quan,199.0
01/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,1,benh vien a khoa khu vuc inh quan,199.0
01/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,1,benh vien a khoa khu vuc inh quan,199.0
01/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,1,benh vien a khoa khu vuc inh quan,199.0
01/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,1,benh vien a khoa khu vuc inh quan,199.0
01/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,1,benh vien a khoa khu vuc inh quan,199.0
01/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,1,benh vien a khoa khu vuc inh quan,199.0
01/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,1,benh vien a khoa khu vuc inh quan,199.0
01/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,1,benh vien a khoa khu vuc inh quan,199.0
01/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,1,benh vien a khoa khu vuc inh quan,199.0
01/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,1,benh vien a khoa khu vuc inh quan,199.0
01/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,1,benh vien a khoa khu vuc inh quan,199.0
01/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,1,Khác,3.0
01/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,1,Khác,749.0
01/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,1,Khác,50.0
01/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,1,Khác,134.0
01/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,1,Khác,62.0
01/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,1,Khác,114.0
01/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,1,Khác,21.0
01/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,1,Khác,58.0
01/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,1,Khác,199.0
01/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,1,Khác,8.0
01/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,1,Khác,68.0
01/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,1,Khác,97.0
01/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,1,trung tam y te huyen thong nhat,62.0
01/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,1,trung tam y te huyen thong nhat,62.0
01/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,1,trung tam y te huyen thong nhat,62.0
01/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,1,trung tam y te huyen thong nhat,62.0
01/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,1,trung tam y te huyen thong nhat,62.0
01/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,1,trung tam y te huyen thong nhat,62.0
01/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,1,trung tam y te huyen thong nhat,62.0
01/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,1,trung tam y te huyen thong nhat,62.0
01/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,1,trung tam y te huyen thong nhat,62.0
01/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,1,trung tam y te huyen thong nhat,62.0
01/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,1,trung tam y te huyen thong nhat,62.0
01/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,1,trung tam y te huyen thong nhat,62.0
01/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,1,benh vien a khoa khu vuc long thanh,134.0
01/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,1,benh vien a khoa khu vuc long thanh,134.0
01/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,1,benh vien a khoa khu vuc long thanh,134.0
01/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,1,benh vien a khoa khu vuc long thanh,134.0
01/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,1,benh vien a khoa khu vuc long thanh,134.0
01/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,1,benh vien a khoa khu vuc long thanh,134.0
01/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,1,benh vien a khoa khu vuc long thanh,134.0
01/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,1,benh vien a khoa khu vuc long thanh,134.0
01/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,1,benh vien a khoa khu vuc long thanh,134.0
01/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,1,benh vien a khoa khu vuc long thanh,134.0
01/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,1,benh vien a khoa khu vuc long thanh,134.0
01/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,1,benh vien a khoa khu vuc long thanh,134.0
01/05/2025,75,Đồng Nai,26377,Phường Phước Tân,1,benh vien phoi ong nai,50.0
01/05/2025,75,Đồng Nai,26377,Phường Phước Tân,1,benh vien phoi ong nai,50.0
01/05/2025,75,Đồng Nai,26377,Phường Phước Tân,1,benh vien phoi ong nai,50.0
01/05/2025,75,Đồng Nai,26377,Phường Phước Tân,1,benh vien phoi ong nai,50.0
01/05/2025,75,Đồng Nai,26377,Phường Phước Tân,1,benh vien phoi ong nai,50.0
01/05/2025,75,Đồng Nai,26377,Phường Phước Tân,1,benh vien phoi ong nai,50.0
01/05/2025,75,Đồng Nai,26377,Phường Phước Tân,1,benh vien phoi ong nai,50.0
01/05/2025,75,Đồng Nai,26377,Phường Phước Tân,1,benh vien phoi ong nai,50.0
01/05/2025,75,Đồng Nai,26377,Phường Phước Tân,1,benh vien phoi ong nai,50.0
01/05/2025,75,Đồng Nai,26377,Phường Phước Tân,1,benh vien phoi ong nai,50.0
01/05/2025,75,Đồng Nai,26377,Phường Phước Tân,1,benh vien phoi ong nai,50.0
01/05/2025,75,Đồng Nai,26377,Phường Phước Tân,1,benh vien phoi ong nai,50.0
01/05/2025,75,Đồng Nai,26452,Xã Suối Cát,1,trung tam y te huyen xuan loc,97.0
01/05/2025,75,Đồng Nai,26452,Xã Suối Cát,1,trung tam y te huyen xuan loc,97.0
01/05/2025,75,Đồng Nai,26452,Xã Suối Cát,1,trung tam y te huyen xuan loc,97.0
01/05/2025,75,Đồng Nai,26452,Xã Suối Cát,1,trung tam y te huyen xuan loc,97.0
01/05/2025,75,Đồng Nai,26452,Xã Suối Cát,1,trung tam y te huyen xuan loc,97.0
01/05/2025,75,Đồng Nai,26452,Xã Suối Cát,1,trung tam y te huyen xuan loc,97.0
01/05/2025,75,Đồng Nai,26452,Xã Suối Cát,1,trung tam y te huyen xuan loc,97.0
01/05/2025,75,Đồng Nai,26452,Xã Suối Cát,1,trung tam y te huyen xuan loc,97.0
01/05/2025,75,Đồng Nai,26452,Xã Suối Cát,1,trung tam y te huyen xuan loc,97.0
01/05/2025,75,Đồng Nai,26452,Xã Suối Cát,1,trung tam y te huyen xuan loc,97.0
01/05/2025,75,Đồng Nai,26452,Xã Suối Cát,1,trung tam y te huyen xuan loc,97.0
01/05/2025,75,Đồng Nai,26452,Xã Suối Cát,1,trung tam y te huyen xuan loc,97.0
01/06/2025,75,Đồng Nai,25996,Phường Tân Phong,1,Khác,110.0
01/06/2025,75,Đồng Nai,25996,Phường Tân Phong,1,Khác,34.0
01/06/2025,75,Đồng Nai,25996,Phường Tân Phong,1,Khác,43.0
01/06/2025,75,Đồng Nai,25996,Phường Tân Phong,1,Khác,54.0
01/06/2025,75,Đồng Nai,25996,Phường Tân Phong,1,Khác,318.0
01/06/2025,75,Đồng Nai,25996,Phường Tân Phong,1,Khác,174.0
01/06/2025,75,Đồng Nai,25996,Phường Tân Phong,1,Khác,25.0
01/06/2025,75,Đồng Nai,25996,Phường Tân Phong,1,Khác,137.0
01/06/2025,75,Đồng Nai,25996,Phường Tân Phong,1,Khác,24.0
01/06/2025,75,Đồng Nai,25996,Phường Tân Phong,1,Khác,175.0
01/06/2025,75,Đồng Nai,25996,Phường Tân Phong,1,Khác,5.0
01/06/2025,75,Đồng Nai,25996,Phường Tân Phong,1,Khác,70.0
01/06/2025,75,Đồng Nai,25996,Phường Tân Phong,1,Khác,560.0
01/06/2025,75,Đồng Nai,25996,Phường Tân Phong,1,Khác,10.0
01/06/2025,75,Đồng Nai,25996,Phường Tân Phong,1,Khác,9.0
01/06/2025,75,Đồng Nai,25999,Phường Tân Biên,1,benh vien au co,10.0
01/06/2025,75,Đồng Nai,25999,Phường Tân Biên,1,benh vien au co,10.0
01/06/2025,75,Đồng Nai,25999,Phường Tân Biên,1,benh vien au co,10.0
01/06/2025,75,Đồng Nai,25999,Phường Tân Biên,1,benh vien au co,10.0
01/06/2025,75,Đồng Nai,25999,Phường Tân Biên,1,benh vien au co,10.0
01/06/2025,75,Đồng Nai,25999,Phường Tân Biên,1,benh vien au co,10.0
01/06/2025,75,Đồng Nai,25999,Phường Tân Biên,1,benh vien au co,10.0
01/06/2025,75,Đồng Nai,25999,Phường Tân Biên,1,benh vien au co,10.0
01/06/2025,75,Đồng Nai,25999,Phường Tân Biên,1,benh vien au co,10.0
01/06/2025,75,Đồng Nai,25999,Phường Tân Biên,1,benh vien au co,10.0
01/06/2025,75,Đồng Nai,25999,Phường Tân Biên,1,benh vien au co,10.0
01/06/2025,75,Đồng Nai,25999,Phường Tân Biên,1,benh vien au co,10.0
01/06/2025,75,Đồng Nai,25999,Phường Tân Biên,1,benh vien au co,10.0
01/06/2025,75,Đồng Nai,25999,Phường Tân Biên,1,benh vien au co,10.0
01/06/2025,75,Đồng Nai,25999,Phường Tân Biên,1,benh vien au co,10.0
01/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,1,Khác,110.0
01/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,1,Khác,34.0
01/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,1,Khác,43.0
01/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,1,Khác,54.0
01/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,1,Khác,318.0
01/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,1,Khác,174.0
01/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,1,Khác,25.0
01/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,1,Khác,137.0
01/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,1,Khác,24.0
01/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,1,Khác,175.0
01/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,1,Khác,5.0
01/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,1,Khác,70.0
01/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,1,Khác,560.0
01/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,1,Khác,10.0
01/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,1,Khác,9.0
01/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,54.0
01/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,54.0
01/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,54.0
01/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,54.0
01/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,54.0
01/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,54.0
01/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,54.0
01/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,54.0
01/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,54.0
01/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,54.0
01/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,54.0
01/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,54.0
01/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,54.0
01/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,54.0
01/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,1,benh vien thuan my ito ong nai thuoc cong ty co phan benh vien thuan my ito ong nai,54.0
01/06/2025,75,Đồng Nai,26050,Phường An Bình,1,Khác,110.0
01/06/2025,75,Đồng Nai,26050,Phường An Bình,1,Khác,34.0
01/06/2025,75,Đồng Nai,26050,Phường An Bình,1,Khác,43.0
01/06/2025,75,Đồng Nai,26050,Phường An Bình,1,Khác,54.0
01/06/2025,75,Đồng Nai,26050,Phường An Bình,1,Khác,318.0
01/06/2025,75,Đồng Nai,26050,Phường An Bình,1,Khác,174.0
01/06/2025,75,Đồng Nai,26050,Phường An Bình,1,Khác,25.0
01/06/2025,75,Đồng Nai,26050,Phường An Bình,1,Khác,137.0
01/06/2025,75,Đồng Nai,26050,Phường An Bình,1,Khác,24.0
01/06/2025,75,Đồng Nai,26050,Phường An Bình,1,Khác,175.0
01/06/2025,75,Đồng Nai,26050,Phường An Bình,1,Khác,5.0
01/06/2025,75,Đồng Nai,26050,Phường An Bình,1,Khác,70.0
01/06/2025,75,Đồng Nai,26050,Phường An Bình,1,Khác,560.0
01/06/2025,75,Đồng Nai,26050,Phường An Bình,1,Khác,10.0
01/06/2025,75,Đồng Nai,26050,Phường An Bình,1,Khác,9.0
01/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,2,benh vien hyd shing mark,9.0
01/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,2,benh vien hyd shing mark,9.0
01/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,2,benh vien hyd shing mark,9.0
01/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,2,benh vien hyd shing mark,9.0
01/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,2,benh vien hyd shing mark,9.0
01/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,2,benh vien hyd shing mark,9.0
01/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,2,benh vien hyd shing mark,9.0
01/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,2,benh vien hyd shing mark,9.0
01/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,2,benh vien hyd shing mark,9.0
01/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,2,benh vien hyd shing mark,9.0
01/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,2,benh vien hyd shing mark,9.0
01/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,2,benh vien hyd shing mark,9.0
01/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,2,benh vien hyd shing mark,9.0
01/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,2,benh vien hyd shing mark,9.0
01/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,2,benh vien hyd shing mark,9.0
01/06/2025,75,Đồng Nai,26068,Phường Hóa An,1,Khác,110.0
01/06/2025,75,Đồng Nai,26068,Phường Hóa An,1,Khác,34.0
01/06/2025,75,Đồng Nai,26068,Phường Hóa An,1,Khác,43.0
01/06/2025,75,Đồng Nai,26068,Phường Hóa An,1,Khác,54.0
01/06/2025,75,Đồng Nai,26068,Phường Hóa An,1,Khác,318.0
01/06/2025,75,Đồng Nai,26068,Phường Hóa An,1,Khác,174.0
01/06/2025,75,Đồng Nai,26068,Phường Hóa An,1,Khác,25.0
01/06/2025,75,Đồng Nai,26068,Phường Hóa An,1,Khác,137.0
01/06/2025,75,Đồng Nai,26068,Phường Hóa An,1,Khác,24.0
01/06/2025,75,Đồng Nai,26068,Phường Hóa An,1,Khác,175.0
01/06/2025,75,Đồng Nai,26068,Phường Hóa An,1,Khác,5.0
01/06/2025,75,Đồng Nai,26068,Phường Hóa An,1,Khác,70.0
01/06/2025,75,Đồng Nai,26068,Phường Hóa An,1,Khác,560.0
01/06/2025,75,Đồng Nai,26068,Phường Hóa An,1,Khác,10.0
01/06/2025,75,Đồng Nai,26068,Phường Hóa An,1,Khác,9.0
01/06/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,560.0
01/06/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,560.0
01/06/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,560.0
01/06/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,560.0
01/06/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,560.0
01/06/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,560.0
01/06/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,560.0
01/06/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,560.0
01/06/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,560.0
01/06/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,560.0
01/06/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,560.0
01/06/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,560.0
01/06/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,560.0
01/06/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,560.0
01/06/2025,75,Đồng Nai,26095,Phường Suối Tre,1,benh vien a khoa khu vuc long khanh,560.0
01/06/2025,75,Đồng Nai,26188,Xã Thạnh Phú,1,Khác,110.0
